station_uid,live_provider_key,provider,source_system,station_type,station_type_label,provider_station_id,station_name,state,county,river_basin,huc,elevation_ft,latitude,longitude,lat_lon,record_start_date,record_start_year,record_end_date,record_end_year,period_of_record,station_status,nrcs_site_num,nrcs_station_triplet,nrcs_shef_id,cdec_id,operator_agency,owner_agency,official_station_url,official_data_url,source_metadata_url
CDEC_snow_sensor_FOR,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,FOR,FOUR TREES,CA,,,,5202,39.81278,-121.32168,"39.812780, -121.321680",1980-01-01,1980,,,1980–present,active,,,,FOR,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=FOR,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=FOR,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GEM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GEM,GEM PASS,CA,,,,10750,37.78,-119.17,"37.780000, -119.170000",1983-11-09,1983,,,1983–present,active,,,,GEM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GEM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GEM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GNL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GNL,GIANELLI MEADOW,CA,,,,8400,38.204308,-119.893188,"38.204308, -119.893188",1984-11-02,1984,,,1984–present,active,,,,GNL,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GNL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GNL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GNF,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GNF,GIANT FOREST (USACE),CA,,,,6400,36.562867,-118.770283,"36.562867, -118.770283",1970-01-09,1970,,,1970–present,active,,,,GNF,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GNF,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GNF,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GIN,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GIN,GIN FLAT,CA,,,,7050,37.766887,-119.774907,"37.766887, -119.774907",1981-10-28,1981,,,1981–present,active,,,,GIN,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GIN,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GIN,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GOL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GOL,GOLD LAKE,CA,,,,6750,39.674767,-120.617167,"39.674767, -120.617167",1970-01-01,1970,,,1970–present,active,,,,GOL,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GOL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GOL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GRV,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GRV,GRAVEYARD MEADOW,CA,,,,6900,37.46344,-119.292892,"37.463440, -119.292892",1982-03-04,1982,,,1982–present,active,,,,GRV,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GRV,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GRV,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GKS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GKS,GREEK STORE,CA,,,,5600,39.07468,-120.5616,"39.074680, -120.561600",1970-01-01,1970,,,1970–present,active,,,,GKS,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GKS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GKS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GRM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GRM,GREEN MOUNTAIN,CA,,,,7900,37.549599,-119.232559,"37.549599, -119.232559",1972-01-21,1972,,,1972–present,active,,,,GRM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GRM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GRM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_GRZ,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,GRZ,GRIZZLY RIDGE,CA,,,,6900,39.917,-120.645,"39.917000, -120.645000",1970-01-01,1970,,,1970–present,active,,,,GRZ,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GRZ,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=GRZ,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HGM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HGM,HAGANS MEADOW,CA,,,,8000,38.853,-119.94,"38.853000, -119.940000",1970-01-04,1970,,,1970–present,active,,,,HGM,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HGM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HGM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HRK,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HRK,HARKNESS FLAT,CA,,,,6200,40.418,-121.275,"40.418000, -121.275000",2006-10-01,2006,,,2006–present,active,,,,HRK,CA Dept of Water Resources/State Water Project,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HRK,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HRK,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HVN,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HVN,HEAVENLY VALLEY,CA,,,,8800,38.929,-119.917,"38.929000, -119.917000",1970-12-30,1970,,,1970–present,active,,,,HVN,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HVN,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HVN,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HIG,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HIG,HIGHLAND LAKES,CA,,,,6030,41.091782,-122.491562,"41.091782, -122.491562",1984-10-28,1984,,,1984–present,active,,,,HIG,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HIG,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HIG,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HHM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HHM,HIGHLAND MEADOW,CA,,,,8700,38.490662,-119.805626,"38.490662, -119.805626",1989-10-21,1989,,,1989–present,active,,,,HHM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HHM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HHM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HRS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HRS,HORSE MEADOW,CA,,,,8400,38.158,-119.662,"38.158000, -119.662000",1984-11-01,1984,,,1984–present,active,,,,HRS,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HRS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HRS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HOR,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HOR,HORSE MEADOW (NRCS),CA,,,,8557,38.8365,-119.8873,"38.836500, -119.887300",2005-01-26,2005,,,2005–present,active,,,,HOR,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HOR,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HOR,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HMB,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HMB,HUMBUG,CA,,,,6500,40.115,-121.368,"40.115000, -121.368000",1981-02-01,1981,,,1981–present,active,,,,HMB,CA Dept of Water Resources/O&M Oroville Field Division,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HMB,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HMB,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HNT,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HNT,HUNTINGTON LAKE (USBR),CA,,,,7000,37.22757,-119.220482,"37.227570, -119.220482",1987-11-04,1987,,,1987–present,active,,,,HNT,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HNT,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HNT,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_HYS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,HYS,HUYSINK,CA,,,,6600,39.281422,-120.529633,"39.281422, -120.529633",1979-11-02,1979,,,1979–present,active,,,,HYS,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HYS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=HYS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_IDC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,IDC,INDEPENDENCE CAMP,CA,,,,7000,39.452588,-120.298548,"39.452588, -120.298548",1970-01-01,1970,,,1970–present,active,,,,IDC,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=IDC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=IDC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_INN,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,INN,INDEPENDENCE CREEK,CA,,,,6500,39.494,-120.293,"39.494000, -120.293000",1980-10-01,1980,,,1980–present,active,,,,INN,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=INN,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=INN,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_IDP,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,IDP,INDEPENDENCE LAKE (SCS),CA,,,,8450,39.435,-120.322,"39.435000, -120.322000",1980-10-01,1980,,,1980–present,active,,,,IDP,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=IDP,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=IDP,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_KSP,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,KSP,KAISER POINT,CA,,,,9200,37.29818,-119.103371,"37.298180, -119.103371",1970-01-06,1970,,,1970–present,active,,,,KSP,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KSP,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=KSP,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_KTL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,KTL,KETTLE ROCK,CA,,,,7300,40.14,-120.715,"40.140000, -120.715000",1979-01-01,1979,,,1979–present,active,,,,KTL,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KTL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=KTL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_LOS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,LOS,LAKE LOIS,CA,,,,8600,38.921036,-120.204445,"38.921036, -120.204445",1987-01-08,1987,,,1987–present,active,,,,LOS,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LOS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=LOS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_LVT,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,LVT,LEAVITT LAKE,CA,,,,9600,38.282,-119.621,"38.282000, -119.621000",1995-06-25,1995,,,1995–present,active,,,,LVT,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LVT,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=LVT,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_LVM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,LVM,LEAVITT MEADOWS,CA,,,,7200,38.305,-119.552,"38.305000, -119.552000",1985-10-01,1985,,,1985–present,active,,,,LVM,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LVM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=LVM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_LBD,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,LBD,LOBDELL LAKE,CA,,,,9200,38.44,-119.377,"38.440000, -119.377000",1909-04-13,1909,,,1909–present,active,,,,LBD,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LBD,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=LBD,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_KIB,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,KIB,LOWER KIBBIE RIDGE,CA,,,,6700,38.033024,-119.879245,"38.033024, -119.879245",1983-11-10,1983,,,1983–present,active,,,,KIB,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KIB,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=KIB,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_LLP,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,LLP,LOWER LASSEN PEAK,CA,,,,8338,40.466602,-121.50811,"40.466602, -121.508110",2003-11-04,2003,,,2003–present,active,,,,LLP,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LLP,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=LLP,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_REL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,REL,LOWER RELIEF VALLEY,CA,,,,8100,38.242917,-119.762917,"38.242917, -119.762917",1985-01-01,1985,,,1985–present,active,,,,REL,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=REL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=REL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MHP,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MHP,MAMMOTH PASS (USBR),CA,,,,9300,37.6124,-119.031746,"37.612400, -119.031746",1990-01-01,1990,,,1990–present,active,,,,MHP,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MHP,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MHP,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MRL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MRL,MARLETTE LAKE,CA,,,,8000,39.173,-119.905,"39.173000, -119.905000",1970-01-01,1970,,,1970–present,active,,,,MRL,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MRL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MRL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MDW,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MDW,MEADOW LAKE,CA,,,,7200,39.405663,-120.506058,"39.405663, -120.506058",1997-09-10,1997,,,1997–present,active,,,,MDW,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MDW,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MDW,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MED,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MED,MEDICINE LAKE,CA,,,,6700,41.591389,-121.610832,"41.591389, -121.610832",1984-10-31,1984,,,1984–present,active,,,,MED,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MED,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MED,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MB3,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MB3,MIDDLE BOULDER 3,CA,,,,6200,41.224838,-122.80616,"41.224838, -122.806160",1986-11-23,1986,,,1986–present,active,,,,MB3,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MB3,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MB3,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MTM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MTM,MITCHELL MEADOW,CA,,,,10026,36.73615,-118.712167,"36.736150, -118.712167",1970-01-01,1970,,,1970–present,active,,,,MTM,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MTM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MTM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MNT,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MNT,MONITOR PASS,CA,,,,8350,38.67,-119.615,"38.670000, -119.615000",1990-10-01,1990,,,1990–present,active,,,,MNT,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MNT,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MNT,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MSK,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MSK,MOUNT ROSE SKI AREA,CA,,,,8900,39.326,-119.902,"39.326000, -119.902000",1980-10-01,1980,,,1980–present,active,,,,MSK,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MSK,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MSK,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_MUM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,MUM,MUMBO BASIN,CA,,,,5650,41.197819,-122.525963,"41.197819, -122.525963",1984-10-28,1984,,,1984–present,active,,,,MUM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=MUM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=MUM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_NLS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,NLS,NOEL SPRING,CA,,,,5100,39.538,-122.667,"39.538000, -122.667000",1997-01-23,1997,,,1997–present,active,,,,NLS,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NLS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=NLS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_STR,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,STR,OSTRANDER LAKE,CA,,,,8200,37.63661,-119.55333,"37.636610, -119.553330",1988-12-01,1988,,,1988–present,active,,,,STR,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=STR,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=STR,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SQV,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SQV,PALISADES TAHOE SNOTEL,CA,,,,8200,39.194,-120.276,"39.194000, -120.276000",1980-10-01,1980,,,1980–present,active,,,,SQV,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SQV,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SQV,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_PDS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,PDS,PARADISE MEADOW,CA,,,,7650,38.046117,-119.671748,"38.046117, -119.671748",1980-11-10,1980,,,1980–present,active,,,,PDS,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PDS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=PDS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_PSC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,PSC,PASCOES,CA,,,,9120,35.961533,-118.357617,"35.961533, -118.357617",1971-11-11,1971,,,1971–present,active,,,,PSC,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PSC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=PSC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_PET,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,PET,PETERSON FLAT,CA,,,,7150,41.302219,-122.527779,"41.302219, -122.527779",1983-11-02,1983,,,1983–present,active,,,,PET,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PET,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=PET,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_PLP,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,PLP,PILOT PEAK (DWR),CA,,,,6800,39.785892,-120.877777,"39.785892, -120.877777",1978-12-04,1978,,,1978–present,active,,,,PLP,CA Dept of Water Resources/State Water Project,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PLP,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=PLP,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_PSN,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,PSN,POISON FLAT,CA,,,,7900,38.501,-119.631,"38.501000, -119.631000",1980-11-07,1980,,,1980–present,active,,,,PSN,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PSN,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=PSN,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
